Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-21,48.12378570890292,48.7972068243994,47.53669945158568,47.70073699951172,31301100,0.0,0
2016-01-22,48.728129310623565,49.34975073939564,48.60725920913194,49.1684455871582,22732200,0.0,0
2016-01-25,48.76266669363099,49.08210958914667,48.00290750237156,48.054710388183594,21114400,0.0,0
2016-01-26,48.218751410978435,49.34112429726005,48.18421944473355,49.28068923950195,17535700,0.0,0
2016-01-27,49.28068622805713,50.30808544062616,48.831737759671554,49.246150970458984,20560000,0.0,0
2016-01-28,49.66055829470255,50.04907166297042,48.89216701827445,49.45335006713867,15497900,0.0,0
2016-01-29,49.928201927865096,51.40454944442643,49.651923191307375,51.37001419067383,26992200,0.0,0
2016-02-01,51.07647840368733,51.49952708882141,50.45485692135597,50.81747055053711,16807900,0.0,0
2016-02-02,49.97137775567269,50.05771261111638,48.99577808053366,49.237518310546875,22448200,0.0,0
2016-02-03,49.53105464994952,49.90230040577468,47.50215618357184,49.565589904785156,31543200,0.0,0
2016-02-04,49.26341393130767,50.523921073029776,49.26341393130767,50.420318603515625,21651300,0.0,0
2016-02-05,50.57573028514162,51.05921073236757,49.57422754511406,49.85913848876953,22001300,0.0,0
2016-02-08,48.94397447976949,49.14254727917453,47.951110482744284,48.81447219848633,28267600,0.0,0
2016-02-09,47.735268426397525,48.94397281115057,47.59713068832679,48.52092742919922,26300000,0.0,0
2016-02-10,48.84037471329083,49.56559872660062,47.89067809052352,47.93384552001953,22389600,0.0,0
2016-02-11,46.53519140748168,46.5438235743301,45.326483853990034,45.818599700927734,44334700,0.0,0
2016-02-12,48.046077062978135,49.70372984746234,47.631660573393766,49.63466262817383,37011400,0.0,0
2016-02-16,50.27354139863495,50.592984241942325,49.76415796518989,50.37714385986328,23730700,0.0,0
2016-02-17,50.80882856756434,51.15417452308009,50.41168302414542,50.73976135253906,21580100,0.0,0
2016-02-18,50.80020359281244,50.81747122237921,49.42745833015772,49.91094207763672,17037800,0.0,0
2016-02-19,49.643295455100244,50.221746186497256,49.2806851387254,49.91957092285156,15658200,0.0,0
2016-02-22,50.515286198720965,50.83473236474531,50.43758352231818,50.56708908081055,14882800,0.0,0
2016-02-23,49.98864854835506,50.15268610146256,48.31372458167671,48.45186233520508,31772500,0.0,0
2016-02-24,47.65757255425353,48.529566532928605,46.90644870198253,48.46913146972656,25560100,0.0,0
2016-02-25,48.46048949383554,49.2375129892434,48.382786814948425,49.220245361328125,14473300,0.0,0
2016-02-26,49.764176053350695,50.169957173059736,49.33249513228628,49.67784118652344,20947500,0.0,0
2016-02-29,49.565589754286044,49.73826273447676,48.59862567606647,48.60725784301758,19554100,0.0,0
2016-03-01,49.00441058070409,51.11101531982422,48.92670789289288,51.11101531982422,23958100,0.0,0
2016-03-02,51.1110096416794,51.71536344713035,50.90380139938129,51.59449005126953,20943100,0.0,0
2016-03-03,51.43909485733767,51.76716995239258,51.02467831738587,51.76716995239258,15790600,0.0,0
2016-03-04,51.88802749542703,52.27654084905748,51.39591167864944,51.8448600769043,18459000,0.0,0
2016-03-07,51.40455810256777,51.84487113495519,51.21461746839959,51.749900817871094,12832400,0.0,0
2016-03-08,51.11964745073236,51.37002314388172,50.6620667858801,50.7484016418457,14132900,0.0,0
2016-03-09,51.06784568689665,51.40455622171949,50.66206463546221,51.04194259643555,13238800,0.0,0
2016-03-10,51.447725258754105,51.51679248406478,49.91094244412599,50.60163116455078,21139200,0.0,0
2016-03-11,51.27505524740394,51.37865773814741,50.636169378778106,51.23188781738281,21055000,0.0,0
2016-03-14,51.06784568689665,51.20598342665637,50.5929941188506,51.04194259643555,13436100,0.0,0
2016-03-15,50.541196707029876,51.11964748804162,50.446226389320216,51.11101531982422,10910500,0.0,0
