Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-21,43.693217458999705,44.157856647605094,43.09951401733089,43.81367874145508,11927200,0.0,0
2016-01-22,44.26110608943672,44.51924114494803,43.83949162577226,44.18366622924805,10812800,0.0,0
2016-01-25,44.183668841753025,44.26110870652059,43.676008235459825,43.81367874145508,9280500,0.0,0
2016-01-26,43.92553645401444,44.398778606771316,43.676007639576255,44.26971435546875,9017500,0.0,0
2016-01-27,43.58996383697077,44.37296542717644,42.87579913845615,43.34043502807617,13119100,0.0,0
2016-01-28,43.30601704287187,43.48670894830211,42.14441918869873,42.333717346191406,18126900,0.0,0
2016-01-29,42.849973550850784,43.59855651855469,42.660678708018914,43.59855651855469,16922700,0.0,0
2016-02-01,43.3576333605549,43.865293821130976,42.88439133717923,43.66739273071289,11431200,0.0,0
2016-02-02,43.254393759014704,43.460897876903694,42.93603132924697,43.374855041503906,14899300,0.0,0
2016-02-03,42.6951039073837,43.11672166287077,41.8002472923267,43.065093994140625,19568600,0.0,0
2016-02-04,42.763943751764614,42.79836219996122,41.327004721633244,41.80885314941406,20609200,0.0,0
2016-02-05,41.81744382723701,42.78114039950099,41.53349991889565,42.488590240478516,16883000,0.0,0
2016-02-08,42.10140844908377,42.44558640772366,41.27538528713717,42.01536560058594,13345100,0.0,0
2016-02-09,41.89488506302005,42.65207431428035,41.64535958447094,42.299293518066406,10649100,0.0,0
2016-02-10,42.60045511413036,43.37485373876489,42.58324917342619,42.6176643371582,11036100,0.0,0
2016-02-11,41.99814328188615,42.4971975557817,41.74000825221532,42.03255844116211,11088400,0.0,0
2016-02-12,42.14442136397852,42.25627967029989,41.542111699132825,42.187442779541016,13598300,0.0,0
2016-02-16,42.50580972224513,43.013470318345696,42.36813921901398,42.8327751159668,11416200,0.0,0
2016-02-17,43.022070361414684,43.581358589042466,42.98765191736792,43.538333892822266,9323300,0.0,0
2016-02-18,43.53833542447035,43.8739103422464,43.23718223427548,43.29741287231445,9612900,0.0,0
2016-02-19,43.23718638061714,43.36625392154855,42.910217683961775,43.125328063964844,8964200,0.0,0
2016-02-22,43.262994524622684,43.69321524434192,43.13393027810108,43.68461227416992,7770300,0.0,0
2016-02-23,43.503922632990715,43.83088803379027,43.392064320967826,43.48671340942383,7899500,0.0,0
2016-02-24,43.15974739551045,43.55554971505592,42.703714430917806,43.50392532348633,7572700,0.0,0
2016-02-25,43.503921888591194,43.88251495361328,43.35764513193748,43.88251495361328,8693700,0.0,0
2016-02-26,43.925534764626946,43.99437165519981,43.56415093609019,43.57275390625,9251300,0.0,0
2016-02-29,43.469504461952326,43.73624250544761,43.15114202975225,43.20276641845703,12888700,0.0,0
2016-03-01,43.357650048116334,44.6913338208755,43.09951823440876,44.52785110473633,12105700,0.0,0
2016-03-02,44.424591152185,45.12154659728217,44.329942071412916,44.97527313232422,11974100,0.0,0
2016-03-03,44.89783545770144,45.01829673642609,44.01158180794978,44.82899856567383,9808800,0.0,0
2016-03-04,44.61388225457429,44.99247854561221,44.31272909790617,44.81178665161133,9085800,0.0,0
2016-03-07,44.605287591635026,45.5431689600378,44.52784772516787,45.29364013671875,7466300,0.0,0
2016-03-08,45.05272522047433,45.54317669731394,44.99249456769223,45.130165100097656,8269000,0.0,0
2016-03-09,45.24201347276625,45.50874822426905,44.828998684156325,45.05271530151367,9150600,0.0,0
2016-03-10,45.33665710262148,45.809902508065456,45.11294377831266,45.637813568115234,12267500,0.0,0
2016-03-11,46.01972202338099,46.401627234942566,45.81140798277691,46.17595672607422,15532400,0.46,0
2016-03-14,46.132557802487234,46.280110956392,45.86348619643592,46.071800231933594,6532900,0.0,0
2016-03-15,45.55101121501592,45.68988611797784,45.09098871977434,45.498931884765625,9060700,0.0,0
2016-03-16,45.403464486234874,45.403464486234874,44.75248766591953,45.082313537597656,9981300,0.0,0
2016-03-17,45.07364472294892,45.108364288604164,44.552864482280405,44.72645568847656,9578400,0.0,0
2016-03-18,44.908720447201425,45.498936359557824,44.778523764290355,45.351383209228516,14424300,0.0,0
2016-03-21,45.42083022247497,45.85481482626989,45.22119439101432,45.828773498535156,7647100,0.0,0
2016-03-22,45.63781319173349,46.40162355426961,45.61177186932404,46.02839660644531,9302300,0.0,0
2016-03-23,46.52314123860657,46.52314123860657,45.872164430355326,46.071800231933594,9947500,0.0,0
2016-03-24,45.8200801133258,46.306140589799206,45.6464856669973,46.0631103515625,7566200,0.0,0
2016-03-28,46.10651732814464,46.254073795807344,45.69857410563104,45.85480880737305,6046800,0.0,0
2016-03-29,45.92425358413384,46.3582382157401,45.62914390219997,46.280120849609375,7376700,0.0,0
2016-03-30,46.418987926634095,46.479745499871306,46.097840280803204,46.19331741333008,6403900,0.0,0
2016-03-31,46.07180421941416,46.41898989390659,45.794051044364835,45.92424774169922,8335000,0.0,0
2016-04-01,45.5683797617029,46.68806074478279,45.51630042142959,46.60994338989258,8683100,0.0,0
2016-04-04,46.79220021853865,47.41713884536282,46.65332533602644,47.217506408691406,10249600,0.0,0
2016-04-05,46.94845472224877,47.49527625188342,46.861659125626026,47.078651428222656,9000800,0.0,0
2016-04-06,47.17411921919267,48.423996841161184,47.09600186781964,48.28512191772461,12480400,0.0,0
2016-04-07,48.03341224365838,48.415317472517835,47.78170039891398,48.102848052978516,10536800,0.0,0
2016-04-08,48.389281066009424,48.52815600030437,47.82509978297643,48.05077362060547,6987400,0.0,0
2016-04-11,48.05943848148348,48.38058936789066,47.72093113027904,47.78168869018555,7065600,0.0,0
2016-04-12,47.712257696288866,48.389272466784945,47.68621637439662,48.03340530395508,5937000,0.0,0
2016-04-13,48.1375714872525,48.597597419059,47.972658529685496,48.571556091308594,8444500,0.0,0
2016-04-14,48.62363349467846,49.12705389354594,48.55419437150246,48.99686050415039,8356700,0.0,0
2016-04-15,49.06628677045515,49.083646547871815,48.50210890408913,48.727779388427734,8434400,0.0,0
2016-04-18,48.7277834901822,49.32668427283416,48.53682923356398,49.04893112182617,7794200,0.0,0
2016-04-19,49.239877649099526,49.80405878543422,48.797214945835364,49.35271453857422,7644200,0.0,0
2016-04-20,49.60443757852074,49.82142986309688,48.98817697393449,49.10969543457031,8520900,0.0,0
2016-04-21,48.90137798899951,49.500275460870334,48.87533997619099,49.12704849243164,10535300,0.0,0
2016-04-22,49.20516457221482,49.50027418357373,49.04892987731662,49.248565673828125,7093500,0.0,0
2016-04-25,49.022892638620576,49.161767557272334,48.60626788266529,48.79722213745117,8280200,0.0,0
2016-04-26,48.96213886439653,48.97081709890537,48.493434735971256,48.6409912109375,7226600,0.0,0
2016-04-27,48.658351038387096,49.14441163630347,48.658351038387096,48.875343322753906,6941400,0.0,0
2016-04-28,48.51078953138044,48.805899139949936,48.21567992281095,48.38059616088867,9094700,0.0,0
2016-04-29,48.29379702708848,48.29379702708848,47.356392182304695,47.599422454833984,13228000,0.0,0
2016-05-02,47.608101009910065,48.050767079051084,47.47790763919265,47.998687744140625,9678900,0.0,0
2016-05-03,47.85981528435573,48.12888689530664,47.60810345259902,47.8077392578125,7601200,0.0,0
2016-05-04,47.486584442396016,47.773015809216695,47.27827373110739,47.57338333129883,7706000,0.0,0
2016-05-05,47.11336494427188,47.21752362741818,46.29747512586337,46.94845199584961,11225200,0.0,0
2016-05-06,46.714101865668006,46.844298569489,46.05444673353962,46.52314758300781,10526300,0.0,0
2016-05-09,46.4971040575709,47.15676242258109,46.445024720005044,46.95712661743164,7975400,0.0,0
2016-05-10,47.27827949322408,47.50395000979723,47.20884037363883,47.46055221557617,6486200,0.0,0
2016-05-11,47.477907883237826,47.556025230485474,47.09599938067635,47.139400482177734,6572900,0.0,0
2016-05-12,47.38242615025631,47.40846415979393,46.809566763156596,46.97447967529297,8244300,0.0,0
2016-05-13,46.957121429608875,47.31298858606103,46.722772714051686,46.766170501708984,7125200,0.0,0
2016-05-16,46.67069559639046,47.538664634870386,46.51446090458094,47.43450927734375,6649100,0.0,0
2016-05-17,47.22619626604037,47.36507118273971,46.85296930659103,47.14807891845703,11794000,0.0,0
2016-05-18,47.2088396717435,47.694903568495135,47.0178854067626,47.45186996459961,7391200,0.0,0
2016-05-19,47.00920765462871,47.72094207189839,46.93977184640309,47.373756408691406,8733900,0.0,0
2016-05-20,47.59073670311924,48.206993831702015,47.4171422597194,47.83376693725586,8633100,0.0,0
2016-05-23,47.738308146976706,47.937940674630184,47.547353854856034,47.66886901855469,5570300,0.0,0
2016-05-24,47.93792756129217,48.51078696990959,47.89452977341974,48.25907516479492,6311200,0.0,0
2016-05-25,48.441354341368495,49.18780495032097,48.40663478438302,49.101009368896484,9592200,0.0,0
2016-05-26,49.01421374159149,49.23120600598878,48.90137683701393,48.94477462768555,5720500,0.0,0
2016-05-27,49.04024796072753,49.335357549923906,48.80589593597991,49.02288818359375,7508800,0.0,0
2016-05-31,49.03157550229641,49.23120799628787,48.67570830673958,48.831939697265625,9468500,0.0,0
2016-06-01,48.77986709295433,49.05761695721421,48.56287480456133,48.892704010009766,6691000,0.0,0
2016-06-02,48.988171629791466,49.35272034985112,48.91873582804242,49.31800079345703,7295500,0.0,0
2016-06-03,49.33535669483893,49.43951204479744,48.849292876634415,49.16176223754883,5436900,0.0,0
2016-06-06,49.17913661695314,49.79539397782899,49.17045838147933,49.62179946899414,6904000,0.0,0
2016-06-07,49.64783000576937,49.85614072225974,49.40479642181175,49.47423553466797,6252400,0.0,0
2016-06-08,49.44819699170929,50.22936713671579,49.44819699170929,50.01237487792969,7790100,0.0,0
2016-06-09,49.91689833909184,50.18596993511295,49.41347801455066,49.630470275878906,9227700,0.0,0
2016-06-10,49.318008221458285,49.54368206097045,49.10101592787178,49.309329986572266,9531700,0.0,0
2016-06-13,49.16056920014041,49.5980965135357,49.08181415020652,49.09931564331055,6204800,0.46,0
2016-06-14,48.801798809585165,49.2743291273232,48.67053927530173,49.221824645996094,8594200,0.0,0
2016-06-15,49.361815678013166,49.458072190463625,48.95929147873618,49.0817985534668,7648800,0.0,0
2016-06-16,49.869363118636514,50.46439717556451,49.11681562860765,50.31563949584961,22052200,0.0,0
2016-06-17,50.25439199311788,50.25439199311788,48.740547753496244,48.90680694580078,17484400,0.0,0
2016-06-20,49.30056850575455,49.52808119704694,49.108055455998624,49.12555694580078,8698700,0.0,0
2016-06-21,49.475591298640815,49.58934600107993,49.21307556814256,49.221824645996094,6403000,0.0,0
2016-06-22,49.12556220530575,50.11437478755156,49.09055922195392,49.91311264038086,12477500,0.0,0
