Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-21,25.51987508970057,26.188091392500187,25.36971344698158,25.932817459106445,40974700,0.0,0
2016-01-22,26.188092641273442,26.413333684044932,26.0529474427915,26.38330078125,33139800,0.0,0
2016-01-25,26.42084069877102,26.60103525295313,26.10550380907142,26.278188705444336,30264400,0.0,0
2016-01-26,26.30071213281397,26.706147734459904,26.22563273877374,26.57851219177246,41677100,0.0,0
2016-01-27,26.27067968605643,26.878830168695576,26.203107091974854,26.638572692871094,50263000,0.0,0
2016-01-28,26.85630767259155,26.871324123260262,26.435855646152923,26.67611312866211,26184400,0.0,0
2016-01-29,26.811255892467276,27.074039459228516,26.788732650551545,27.074039459228516,43280500,0.0,0
2016-02-01,27.059030299260176,27.329320731440994,26.93890153652377,27.164142608642578,33350500,0.0,0
2016-02-02,27.134102392368753,27.17915174029507,26.871321689702366,27.074039459228516,29148400,0.0,0
2016-02-03,27.11908753530254,27.629635385397183,26.95391231139782,27.56957244873047,37992700,0.0,0
2016-02-04,27.577085423299742,27.644658032255872,27.23171558378872,27.426923751831055,31041600,0.0,0
2016-02-05,27.471968741886208,27.809831732915008,27.426919388383965,27.6897029876709,34662600,0.0,0
2016-02-08,27.47947437512827,27.869893496710347,27.321805940670625,27.86238670349121,41030600,0.0,0
2016-02-09,27.554549419572957,27.689694574924367,27.149113953518732,27.517009735107422,35252300,0.0,0
2016-02-10,27.517019077542372,27.584591678159974,27.224202565469227,27.35184097290039,26878200,0.0,0
2016-02-11,27.074041683675084,27.29177305630431,26.961419736653518,27.186660766601562,42253900,0.0,0
2016-02-12,27.29177917571255,27.411907942893315,27.066538095260572,27.381877899169922,26450000,0.0,0
2016-02-16,27.539532972967876,27.592089104038497,27.171637191379187,27.517009735107422,27691600,0.0,0
2016-02-17,27.592093355242856,27.62212625308029,27.426915281231754,27.509504318237305,26002800,0.0,0
2016-02-18,27.494489253285575,27.77979606891288,27.41190021212281,27.772289276123047,21904700,0.0,0
2016-02-19,27.70471827910529,27.764781217165478,27.419411447057918,27.456951141357422,24709600,0.0,0
2016-02-22,27.58459058931608,27.674686431884766,27.441935735812528,27.674686431884766,21383100,0.0,0
2016-02-23,27.637145148336792,27.712224535481347,27.41190125871307,27.5845890045166,20577400,0.0,0
2016-02-24,27.55455327538298,27.862383313627124,27.501997136957982,27.854873657226562,22762200,0.0,0
2016-02-25,27.854880304244904,28.15520362184947,27.81734060556819,28.057598114013672,22799100,0.0,0
2016-02-26,28.147697493391483,28.147697493391483,27.82485092176527,27.87740707397461,22173100,0.0,0
2016-02-29,27.869891689665998,28.072609462579784,27.74225616455078,27.74225616455078,29197500,0.0,0
2016-03-01,27.85488040693854,28.072614669799805,27.824850366343707,28.072614669799805,19509800,0.0,0
2016-03-02,27.94497689221624,28.297853469848636,27.862387842952742,28.297853469848633,21510600,0.0,0
2016-03-03,28.297854083938468,28.613193836688154,28.147695297395565,28.52309799194336,27697800,0.0,0
2016-03-04,28.463029966933743,28.63571484927094,28.380440922317028,28.478046417236328,20739500,0.0,0
2016-03-07,28.380439134806952,28.67325273702728,28.237787162059703,28.628206253051758,22010100,0.0,0
2016-03-08,28.50808491546303,28.84594508927816,28.41798619595643,28.598180770874023,24606600,0.0,0
2016-03-09,28.62070105816521,28.77086271104782,28.402969668785502,28.515588760375977,22171600,0.0,0
2016-03-10,28.575650119564667,28.838430823137752,28.530600771482913,28.763351440429688,25215800,0.0,0
2016-03-11,28.86846255621885,28.943541935895386,28.65823513775401,28.80088996887207,20835500,0.0,0
2016-03-14,28.808404186207994,28.89099324359533,28.62821248290425,28.770864486694336,17625800,0.0,0
2016-03-15,28.61319233633702,28.921022415161133,28.60568267894649,28.921022415161133,14771300,0.0,0
2016-03-16,28.936039702378235,29.191313643228977,28.800894506392833,29.10872459411621,21044800,0.0,0
2016-03-17,29.108730670135785,29.424067617193547,29.071190966547356,29.371511459350586,27721500,0.0,0
2016-03-18,29.454093739936912,29.476616984081804,28.951055526733395,28.9510555267334,41102100,0.0,0
2016-03-21,29.026133961073846,29.33396403199922,28.951054573665726,29.221342086791992,20679200,0.0,0
2016-03-22,29.206330313811918,29.24387000984657,29.003612518310547,29.003612518310547,22031200,0.0,0
2016-03-23,28.981087369391524,29.02613672458246,28.808402470635894,28.9360408782959,20807900,0.0,0
2016-03-24,28.81591388081452,29.198823398888237,28.81591388081452,29.191316604614258,17795100,0.0,0
2016-03-28,29.281401539509115,29.491626069949223,29.13874958872396,29.33395767211914,21543700,0.0,0
2016-03-29,29.379016636179397,29.731893232987332,29.243871432603473,29.619274139404297,25894900,0.0,0
2016-03-30,29.739406311146354,29.821995374395808,29.341480312685192,29.55921173095703,25745600,0.0,0
2016-03-31,29.596741764719805,29.709363698559702,29.288911724864796,29.409040451049805,27101200,0.0,0
2016-04-01,29.03364379566622,29.371506802586513,28.98859730414041,29.318950653076172,27725100,0.0,0
2016-04-04,29.40154273661995,29.55170440673828,29.333970128271485,29.55170440673828,18038700,0.0,0
